X,Y,Target,Dataset,Data_Perspective
-2.3523550033569336,-35.87394714355469,0.0,cars,BASE
6.433811664581299,-29.81926727294922,0.0,cars,BASE
10.120497703552246,-32.95351791381836,0.0,cars,BASE
-0.30419039726257324,-32.880035400390625,0.0,cars,BASE
-1.6970852613449097,-47.55422592163086,0.0,cars,BASE
14.889469146728516,-41.29657745361328,0.0,cars,BASE
-6.803955554962157,-37.94990539550781,0.0,cars,BASE
-4.387178897857666,-45.37165832519531,0.0,cars,BASE
13.897631645202635,-37.37764739990234,0.0,cars,BASE
-5.462653636932373,-34.40372848510742,0.0,cars,BASE
3.2203290462493896,-29.08476829528809,0.0,cars,BASE
12.970998764038086,-34.08484268188477,0.0,cars,BASE
-2.262657165527344,-30.450965881347656,0.0,cars,BASE
1.1560263633728027,-43.803977966308594,0.0,cars,BASE
8.723274230957031,-42.92439651489258,0.0,cars,BASE
-0.8170654773712158,-40.53951644897461,0.0,cars,BASE
3.5697612762451167,-41.17850875854492,0.0,cars,BASE
7.464253425598144,-38.96873474121094,0.0,cars,BASE
1.7228413820266724,-38.24163436889648,0.0,cars,BASE
4.836396217346191,-32.54534149169922,0.0,cars,BASE
7.978741645812987,-35.380760192871094,0.0,cars,BASE
2.7642741203308105,-35.165416717529304,0.0,cars,BASE
2.557657241821289,-48.10576629638672,0.0,cars,BASE
11.988155364990234,-43.37208557128906,0.0,cars,BASE
-3.69468355178833,-38.63715744018555,0.0,cars,BASE
5.230968952178955,-46.14094543457031,0.0,cars,BASE
10.759038925170898,-38.07465362548828,0.0,cars,BASE
-2.7186245918273926,-35.71061706542969,0.0,cars,BASE
6.040426731109619,-29.71106147766113,0.0,cars,BASE
10.110797882080078,-33.370986938476555,0.0,cars,BASE
-0.6620789766311646,-33.08620071411133,0.0,cars,BASE
-1.8495460748672483,-47.95521926879883,0.0,cars,BASE
14.848604202270508,-41.72296524047852,0.0,cars,BASE
-6.774189472198486,-37.526893615722656,0.0,cars,BASE
-4.680156707763672,-45.68342971801758,0.0,cars,BASE
13.497763633728027,-37.3057975769043,0.0,cars,BASE
-5.632622718811035,-34.775489807128906,0.0,cars,BASE
3.4794018268585205,-29.38919258117676,0.0,cars,BASE
12.685661315917967,-34.39009475708008,0.0,cars,BASE
-2.6262192726135254,-30.684040069580078,0.0,cars,BASE
1.4320520162582395,-43.52104949951172,0.0,cars,BASE
8.869148254394531,-43.31739807128906,0.0,cars,BASE
-0.4895976483821869,-40.323646545410156,0.0,cars,BASE
3.4027318954467773,-40.817867279052734,0.0,cars,BASE
7.739746570587157,-38.67449188232422,0.0,cars,BASE
2.1046807765960693,-38.39273071289063,0.0,cars,BASE
4.625768661499023,-32.19596481323242,0.0,cars,BASE
8.389857292175293,-35.35932159423828,0.0,cars,BASE
3.0307729244232178,-35.465389251708984,0.0,cars,BASE
-2.944859743118286,16.632606506347653,0.0,cars,BASE
-5.854456901550293,33.47847366333008,0.0,cars,BASE
-8.751524925231934,15.87498378753662,0.0,cars,BASE
-1.1470955610275269,22.2608699798584,0.0,cars,BASE
-6.361380577087402,29.40293884277344,0.0,cars,BASE
-8.025732040405272,25.32301902770996,0.0,cars,BASE
-1.4093623161315918,19.23067283630371,0.0,cars,BASE
-8.98437786102295,30.98346900939941,0.0,cars,BASE
-12.132429122924805,25.1462345123291,0.0,cars,BASE
3.5642974376678467,15.630970001220705,0.0,cars,BASE
-2.4106252193450928,32.503273010253906,0.0,cars,BASE
-11.302817344665527,16.921785354614258,1.0,cars,BASE
4.510097026824951,22.072969436645508,0.0,cars,BASE
-1.8996373414993288,29.24422645568848,0.0,cars,BASE
-5.460362434387207,24.719482421875,1.0,cars,BASE
4.333730697631837,18.178096771240234,0.0,cars,BASE
-2.4313206672668457,35.50177383422852,1.0,cars,BASE
-13.742237091064453,22.70324897766113,1.0,cars,BASE
0.2300138771533966,16.093208312988278,0.0,cars,BASE
1.8750287294387815,31.039295196533203,0.0,cars,BASE
-8.860361099243164,18.97039794921875,0.0,cars,BASE
1.6880685091018677,22.84737777709961,0.0,cars,BASE
0.8499149680137634,28.28598022460937,0.0,cars,BASE
-7.2101478576660165,22.79508209228516,1.0,cars,BASE
1.2263023853302002,18.6186580657959,0.0,cars,BASE
1.5724480152130127,34.068344116210945,1.0,cars,BASE
-10.572639465332033,22.82107734680176,1.0,cars,BASE
-3.0673959255218506,16.252983093261722,0.0,cars,BASE
-5.706847667694093,33.084304809570305,0.0,cars,BASE
-8.346235275268555,15.962905883789062,0.0,cars,BASE
-1.23205828666687,22.645427703857425,0.0,cars,BASE
-5.960254669189452,29.32283973693848,0.0,cars,BASE
-7.965024471282959,25.71549797058105,0.0,cars,BASE
-1.7459774017333984,19.428241729736328,0.0,cars,BASE
-8.833111763000488,31.36971473693848,0.0,cars,BASE
-11.924671173095705,25.498619079589844,0.0,cars,BASE
3.405861616134644,15.258136749267578,0.0,cars,BASE
-2.0483722686767583,32.329666137695305,0.0,cars,BASE
-11.516523361206055,17.278905868530273,1.0,cars,BASE
4.6222500801086435,22.46319580078125,0.0,cars,BASE
-1.9432507753372192,28.865129470825195,0.0,cars,BASE
-5.105549335479736,24.87208747863769,1.0,cars,BASE
4.5595808029174805,18.51171112060547,0.0,cars,BASE
-2.008363485336304,35.497711181640625,1.0,cars,BASE
-13.68549633026123,22.28824806213379,1.0,cars,BASE
0.136075958609581,15.694971084594727,0.0,cars,BASE
2.2897396087646484,30.96078491210937,0.0,cars,BASE
-8.454626083374022,19.02199363708496,1.0,cars,BASE
1.7428057193756104,23.244762420654297,0.0,cars,BASE
1.1774253845214844,28.06310272216797,1.0,cars,BASE
-6.882473468780518,22.561952590942386,1.0,cars,BASE
1.347334384918213,18.99818992614746,0.0,cars,BASE
1.9735561609268188,34.041378021240234,1.0,cars,BASE
-10.44831371307373,22.441390991210934,1.0,cars,BASE
-3.23762845993042,15.697991371154785,0.0,cars,BASE
-5.504687309265137,32.55377960205078,0.0,cars,BASE
-7.7608771324157715,16.028434753417972,0.0,cars,BASE
-1.3137143850326538,23.203208923339844,0.0,cars,BASE
-5.40975284576416,29.19121360778809,0.0,cars,BASE
-7.936548709869385,26.27457427978516,0.0,cars,BASE
-2.25965428352356,19.6616268157959,0.0,cars,BASE
-8.700003623962402,31.931640625,0.0,cars,BASE
-11.704273223876953,26.033918380737305,0.0,cars,BASE
3.225412607192993,14.703391075134276,0.0,cars,BASE
-1.521685004234314,32.13068389892578,0.0,cars,BASE
-11.895913124084473,17.71822738647461,1.0,cars,BASE
4.802756786346436,23.01639175415039,0.0,cars,BASE
-2.0118672847747803,28.30327224731445,1.0,cars,BASE
-4.600127220153809,25.10851860046387,1.0,cars,BASE
4.935447216033936,18.93741607666016,0.0,cars,BASE
-1.4285590648651123,35.5618782043457,1.0,cars,BASE
-13.649852752685547,21.69756507873535,1.0,cars,BASE
0.014414770528674126,15.12002182006836,0.0,cars,BASE
2.8743212223052983,30.8565731048584,0.0,cars,BASE
-7.879641056060791,19.05252265930176,1.0,cars,BASE
1.846753716468811,23.81478881835937,0.0,cars,BASE
1.6798787117004397,27.790372848510746,1.0,cars,BASE
-6.42213773727417,22.219844818115234,1.0,cars,BASE
1.5385084152221682,19.527572631835934,0.0,cars,BASE
2.553452014923096,34.03202438354492,1.0,cars,BASE
-10.322491645812988,21.89345932006836,1.0,cars,BASE
-3.360137462615967,15.2858304977417,0.0,cars,BASE
-5.347740173339844,32.201534271240234,0.0,cars,BASE
-7.3378987312316895,16.042707443237305,0.0,cars,BASE
-1.358270525932312,23.60932540893555,0.0,cars,BASE
-5.034538269042969,29.09495735168457,0.0,cars,BASE
-7.961472511291504,26.67184066772461,0.0,cars,BASE
-2.6438210010528564,19.81236457824707,0.0,cars,BASE
-8.659239768981934,32.34174346923828,0.0,cars,BASE
-11.591375350952148,26.444618225097656,0.0,cars,BASE
3.11686635017395,14.279988288879395,0.0,cars,BASE
-1.1439948081970217,32.00562286376953,0.0,cars,BASE
-12.216519355773926,17.995481491088867,1.0,cars,BASE
4.94786548614502,23.420446395874023,0.0,cars,BASE
-2.050361633300781,27.899621963500977,1.0,cars,BASE
-4.240248203277588,25.29038429260254,1.0,cars,BASE
5.246850967407227,19.21751594543457,0.0,cars,BASE
-1.0231072902679443,35.66971969604492,1.0,cars,BASE
-13.660396575927734,21.272266387939453,1.0,cars,BASE
-0.06862378865480423,14.683890342712402,0.0,cars,BASE
3.3078267574310303,30.78484344482422,0.0,cars,BASE
-7.462832927703857,19.04364776611328,1.0,cars,BASE
1.951463341712952,24.21977996826172,0.0,cars,BASE
2.0576543807983403,27.61107635498047,1.0,cars,BASE
-6.091748237609862,21.9675407409668,1.0,cars,BASE
1.6963539123535156,19.89261054992676,0.0,cars,BASE
2.981318712234497,34.03928375244141,1.0,cars,BASE
-10.266496658325195,21.501888275146484,1.0,cars,BASE
-54.72750854492188,15.715341567993164,0.0,cars,BASE
-31.388172149658203,13.343656539916992,0.0,cars,BASE
-42.49034881591797,22.61213302612305,0.0,cars,BASE
-51.18305206298828,20.709789276123047,0.0,cars,BASE
-27.36493492126465,11.539645195007324,0.0,cars,BASE
-45.70956802368164,22.851354598999023,0.0,cars,BASE
-51.70175552368164,17.10283088684082,0.0,cars,BASE
-27.192176818847656,14.867656707763672,0.0,cars,BASE
-43.83491134643555,17.9537353515625,0.0,cars,BASE
-48.84399795532226,9.445910453796387,0.0,cars,BASE
-34.786231994628906,11.716650009155273,0.0,cars,BASE
-38.2200813293457,13.399679183959961,1.0,cars,BASE
-44.02922821044922,7.8204708099365225,0.0,cars,BASE
-37.16907501220703,7.983110427856445,0.0,cars,BASE
-40.1773567199707,9.124397277832033,1.0,cars,BASE
-46.59707260131836,12.087872505187988,0.0,cars,BASE
-32.511070251464844,8.333148002624513,1.0,cars,BASE
-42.238182067871094,14.314319610595705,1.0,cars,BASE
-52.06648254394531,12.214174270629885,0.0,cars,BASE
-34.00640106201172,15.07090663909912,0.0,cars,BASE
-37.55863952636719,16.414459228515625,0.0,cars,BASE
-48.370765686035156,17.611169815063477,0.0,cars,BASE
-32.989940643310554,20.285808563232425,0.0,cars,BASE
-37.437313079833984,21.05586814880371,1.0,cars,BASE
-49.60995864868164,14.818804740905762,0.0,cars,BASE
-29.845314025878906,18.52555084228516,1.0,cars,BASE
-41.04034423828125,16.868942260742188,1.0,cars,BASE
-54.45965576171875,15.379535675048828,0.0,cars,BASE
-31.255474090576172,12.973555564880373,0.0,cars,BASE
-42.42867660522461,22.194637298583984,0.0,cars,BASE
-50.774391174316406,20.57464027404785,0.0,cars,BASE
-27.75511360168457,11.34751033782959,0.0,cars,BASE
-45.754844665527344,22.42450523376465,0.0,cars,BASE
-51.974525451660156,17.402244567871097,0.0,cars,BASE
-27.61941337585449,14.77771282196045,0.0,cars,BASE
-43.83918380737305,18.374631881713867,0.0,cars,BASE
-48.42946243286133,9.36794376373291,0.0,cars,BASE
-34.787620544433594,11.307419776916506,0.0,cars,BASE
-38.51786804199219,13.12325668334961,1.0,cars,BASE
-44.11384582519531,8.238213539123535,0.0,cars,BASE
-36.85055160522461,7.730197429656982,0.0,cars,BASE
-40.374454498291016,9.49334716796875,1.0,cars,BASE
-46.22333526611328,11.977733612060547,0.0,cars,BASE
-32.845962524414055,8.077959060668945,1.0,cars,BASE
-42.160491943359375,13.912308692932127,1.0,cars,BASE
-51.65612411499024,12.225571632385256,0.0,cars,BASE
-33.79319381713867,15.420818328857422,0.0,cars,BASE
-37.6152458190918,16.82157325744629,1.0,cars,BASE
-48.04096984863281,17.380945205688473,0.0,cars,BASE
-33.153079986572266,19.885499954223636,1.0,cars,BASE
-37.77460861206055,20.806344985961914,1.0,cars,BASE
-49.22835159301758,14.641290664672852,0.0,cars,BASE
-30.119274139404297,18.185073852539066,1.0,cars,BASE
-40.87375259399414,17.24067497253418,1.0,cars,BASE
-54.16059875488281,14.88591194152832,0.0,cars,BASE
-31.07327461242676,12.438743591308596,0.0,cars,BASE
-42.32308197021485,21.631153106689453,0.0,cars,BASE
-50.20824432373047,20.44498062133789,0.0,cars,BASE
-28.24308586120605,11.017388343811037,0.0,cars,BASE
-45.846473693847656,21.849931716918945,0.0,cars,BASE
-52.38838195800781,17.803327560424805,0.0,cars,BASE
-28.18587684631348,14.65837574005127,0.0,cars,BASE
-43.86843872070313,18.944849014282227,0.0,cars,BASE
-47.87612533569336,9.191288948059082,0.0,cars,BASE
-34.80967330932617,10.737770080566406,0.0,cars,BASE
-38.91226196289063,12.717137336730955,1.0,cars,BASE
-44.221580505371094,8.805084228515625,0.0,cars,BASE
-36.438941955566406,7.326375007629394,1.0,cars,BASE
-40.67550659179688,9.985857963562012,1.0,cars,BASE
-45.68984985351562,11.794529914855955,0.0,cars,BASE
-33.25681304931641,7.669788837432861,1.0,cars,BASE
-42.08884811401367,13.343871116638185,1.0,cars,BASE
-51.09534072875977,12.162282943725586,0.0,cars,BASE
-33.49086380004883,15.904289245605467,0.0,cars,BASE
-37.66764831542969,17.38946533203125,1.0,cars,BASE
-47.5632209777832,17.052310943603516,0.0,cars,BASE
-33.371349334716804,19.34539222717285,1.0,cars,BASE
-38.25616455078125,20.481348037719727,1.0,cars,BASE
-48.6939468383789,14.41465663909912,0.0,cars,BASE
-30.473859786987305,17.71908950805664,1.0,cars,BASE
-40.65172576904297,17.774507522583008,1.0,cars,BASE
-54.01009750366211,14.507957458496096,0.0,cars,BASE
-30.95603370666504,12.045025825500488,0.0,cars,BASE
-42.2243766784668,21.247949600219727,0.0,cars,BASE
-49.80136108398438,20.40244483947754,0.0,cars,BASE
-28.560998916625977,10.733633995056152,0.0,cars,BASE
-45.94041061401367,21.452224731445312,0.0,cars,BASE
-52.71053695678711,18.0889835357666,0.0,cars,BASE
-28.57755279541016,14.580329895019533,0.0,cars,BASE
-43.91275024414063,19.336721420288086,0.0,cars,BASE
-47.49427795410156,9.028230667114258,0.0,cars,BASE
-34.82761383056641,10.336618423461914,0.0,cars,BASE
-39.180477142333984,12.42897129058838,1.0,cars,BASE
-44.27426528930664,9.201692581176758,0.0,cars,BASE
-36.16809844970703,7.00009298324585,1.0,cars,BASE
-40.90998840332031,10.318593978881836,1.0,cars,BASE
-45.31745529174805,11.662757873535154,0.0,cars,BASE
-33.507583618164055,7.338509559631348,1.0,cars,BASE
-42.06022262573242,12.93288803100586,1.0,cars,BASE
-50.7051010131836,12.07412815093994,0.0,cars,BASE
-33.26853561401367,16.23822021484375,0.0,cars,BASE
-37.69218444824219,17.7872314453125,1.0,cars,BASE
-47.2213020324707,16.810493469238278,0.0,cars,BASE
-33.523696899414055,18.969383239746094,1.0,cars,BASE
-38.60211181640625,20.28281593322754,1.0,cars,BASE
-48.30755996704102,14.27881908416748,0.0,cars,BASE
-30.71064376831055,17.386531829833984,1.0,cars,BASE
-40.50115966796875,18.1637020111084,1.0,cars,BASE
-36.88196563720703,-47.27078628540039,0.0,cars,BASE
-25.51109504699707,-49.35055923461914,0.0,cars,BASE
-32.57431411743164,-50.71442794799805,0.0,cars,BASE
-32.63832855224609,-39.12023162841797,0.0,cars,BASE
-20.112674713134766,-42.92118453979492,0.0,cars,BASE
-22.564313888549805,-39.82110595703125,0.0,cars,BASE
-33.48492813110352,-36.2430534362793,0.0,cars,BASE
-22.014572143554688,-45.345458984375,0.0,cars,BASE
-24.69109535217285,-35.52295684814453,0.0,cars,BASE
-37.79948425292969,-44.54599380493164,0.0,cars,BASE
-26.05954360961914,-52.486228942871094,0.0,cars,BASE
-29.520626068115234,-51.50617980957031,0.0,cars,BASE
-35.179553985595696,-40.327186584472656,0.0,cars,BASE
-17.94001007080078,-45.00942993164063,0.0,cars,BASE
-25.194204330444336,-41.14072036743164,0.0,cars,BASE
-36.530906677246094,-36.97262954711914,0.0,cars,BASE
-19.741016387939453,-47.337181091308594,0.0,cars,BASE
-27.3764762878418,-38.578369140625,0.0,cars,BASE
-34.74556350708008,-44.740177154541016,0.0,cars,BASE
-22.228273391723636,-51.980201721191406,0.0,cars,BASE
-29.113698959350586,-46.95360946655274,0.0,cars,BASE
-32.80396270751953,-41.90949630737305,0.0,cars,BASE
-16.227148056030273,-48.10089492797852,0.0,cars,BASE
-27.91831398010254,-42.395896911621094,0.0,cars,BASE
-35.725303649902344,-34.25383758544922,0.0,cars,BASE
-17.754484176635742,-50.318603515625,0.0,cars,BASE
-27.47046661376953,-34.71680450439453,0.0,cars,BASE
-36.49284744262695,-47.446739196777344,0.0,cars,BASE
-25.116456985473636,-49.44859313964844,0.0,cars,BASE
-32.46579360961914,-50.289283752441406,0.0,cars,BASE
-32.21975326538086,-39.10498428344727,0.0,cars,BASE
-19.80964469909668,-42.63249588012695,0.0,cars,BASE
-22.25452423095703,-39.57694625854492,0.0,cars,BASE
-33.13962173461914,-35.99761199951172,0.0,cars,BASE
-22.265125274658203,-45.67235565185547,0.0,cars,BASE
-24.47037124633789,-35.88167953491211,0.0,cars,BASE
-37.887996673583984,-44.14388656616211,0.0,cars,BASE
-25.71318244934082,-52.71071243286133,0.0,cars,BASE
-29.43647384643555,-51.07797622680664,0.0,cars,BASE
-35.575714111328125,-40.40715789794922,0.0,cars,BASE
-17.611570358276367,-44.7537727355957,0.0,cars,BASE
-24.985370635986328,-41.46925735473633,0.0,cars,BASE
-36.92618942260742,-37.075294494628906,0.0,cars,BASE
-20.00295066833496,-47.65951919555664,0.0,cars,BASE
-26.98550033569336,-38.48708724975586,0.0,cars,BASE
-34.38619613647461,-44.940086364746094,0.0,cars,BASE
-22.08397674560547,-52.35639953613281,0.0,cars,BASE
-29.53315544128418,-46.96806716918945,0.0,cars,BASE
-32.40027236938477,-42.01451110839844,0.0,cars,BASE
-16.013315200805664,-47.75640869140625,0.0,cars,BASE
-27.799915313720703,-42.79011535644531,0.0,cars,BASE
-35.390289306640625,-34.00574111938477,0.0,cars,BASE
-18.123119354248047,-50.507896423339844,0.0,cars,BASE
-27.694738388061523,-35.073997497558594,0.0,cars,BASE
-35.9846076965332,-47.740089416503906,0.0,cars,BASE
-24.5661563873291,-49.57624053955078,0.0,cars,BASE
-32.330589294433594,-49.71829605102539,0.0,cars,BASE
-31.637903213500977,-39.07520294189453,0.0,cars,BASE
